name,category,latitude,longitude,distance,bike_location,review_count,rating,popularity,price
Living Room Lounge - W Hotel Austin,Lounges,30.26535,-97.74671,72.44453732099275,"30.26476,-97.74678",102,3.5,,$$$
Lamberts Downtown Barbecue,Barbeque,30.265235082587214,-97.74790507437532,120.27372987807118,"30.26476,-97.74678",1940,4.0,,$$
The Secret Bar,Bars,30.26535,-97.74671,72.44453732099275,"30.26476,-97.74678",10,3.5,,$$$
III Forks,Steakhouses,30.26435,-97.74676,49.13880990814657,"30.26476,-97.74678",580,4.0,,$$$$
CRÚ Food & Wine Bar,Wine Bars,30.26502,-97.74594,87.99544224726137,"30.26476,-97.74678",330,3.5,,$$
Taverna,Italian,30.26513,-97.74633,60.71067426634771,"30.26476,-97.74678",1096,3.5,,$$
ACL Live at The Moody Theater,Music Venues,30.26526,-97.74699157685393,59.19426782705392,"30.26476,-97.74678",287,4.0,,$$
TRACE Restaurant,American (New),30.2651558,-97.7466468,45.83237170589289,"30.26476,-97.74678",498,3.5,,$$
W Austin,Hotels,30.2654658016233,-97.7467220595245,78.67849689906548,"30.26476,-97.74678",381,3.5,,$$$
The Well,Juice Bars & Smoothies,30.265727245926215,-97.74833726013874,184.21494933085754,"30.26476,-97.74678",214,4.0,,
La Condesa,Mexican,30.2656391,-97.7477811,137.10998873440326,"30.26476,-97.74678",1502,3.5,,$$$
BarChi Sushi,Sushi Bars,30.265278,-97.7454714,138.2474596591852,"30.26476,-97.74678",802,3.5,,$$
Violet Crown Cinema,Cinema,30.26554,-97.74806,171.77164554147635,"30.26476,-97.74678",419,4.0,,$
Yummi Joy,Candy Stores,30.265287774939136,-97.74811937055257,141.3869923794433,"30.26476,-97.74678",58,4.5,,$
3TEN Austin City Limits Live,Venues & Event Spaces,30.26534,-97.74708,103.56133413759117,"30.26476,-97.74678",27,3.5,,$$
sweetgreen,Vegetarian,30.264954,-97.7456859,107.26825004615473,"30.26476,-97.74678",18,4.0,,
Bob's Steak & Chop House - Austin Downtown,Steakhouses,30.2660236358643,-97.7460403442383,157.4454471652508,"30.26476,-97.74678",480,4.0,,$$$
Jo's Coffee Downtown,Coffee & Tea,30.26505,-97.74606,74.66162546716234,"30.26476,-97.74678",589,3.5,,$
Royal Blue Grocery,Grocery,30.265616,-97.7459139,126.40644419906005,"30.26476,-97.74678",115,4.0,,$$
Perry's Steakhouse & Grille - Downtown Austin,Steakhouses,30.26942365826463,-97.74352690000002,160.77245832589202,"30.27048,-97.74467",1388,4.0,,$$$
Capital Metro,Public Transportation,30.2713915350908,-97.7440630452746,116.92275059308314,"30.27048,-97.74467",119,2.0,,
Fulton,Bars,30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",32,4.0,,
Garrison,American (New),30.262063,-97.738145,52.79061958979816,"30.26211,-97.73875",232,4.5,,
Iron Works Barbecue,Barbeque,30.2622132062534,-97.7389470883606,22.135886419502913,"30.26211,-97.73875",1222,3.5,,$$
Fairmont Austin,Hotels,30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",524,4.0,,$$$
REVUE,Italian,30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",129,4.0,,$$
Via 313 Pizza,Pizza,30.26081,-97.73821,153.57546533415382,"30.26211,-97.73875",468,4.5,,$$
Placeholder,Tiki Bars,30.26094239837482,-97.73819686374244,140.2796693175248,"30.26211,-97.73875",11,3.0,,
Rules & Regs,American (New),30.26198,-97.73862,52.79061958979816,"30.26211,-97.73875",42,4.0,,
Stony's Pizza,Pizza,30.26095948970456,-97.7378805544921,152.7716826020115,"30.26211,-97.73875",156,4.0,,$
Downtown Burgers,Burgers,30.262041683395715,-97.73999463814872,119.77892770356311,"30.26211,-97.73875",64,4.0,,$
IHOP,American (Traditional),30.26103,-97.73732,182.43977179014828,"30.26211,-97.73875",229,2.0,,$
Soco Bar & Bites,Cocktail Bars,30.25849,-97.74729,73.29420974760416,"30.25872,-97.74614",16,4.0,,$$
Copper Restaurant & Bar,American (Traditional),30.25849,-97.74729,73.29420974760416,"30.25872,-97.74614",11,2.5,,$$
Embassy Suites by Hilton Austin Downtown South Congress,Hotels,30.2587299,-97.7466501,49.00516911142245,"30.25872,-97.74614",189,3.0,,$$
La Holly,Tacos,30.2591865899542,-97.7144455556234,37.91527730492413,"30.25902,-97.71479",65,4.0,,$$
Taco Flats,Food Trucks,30.25901,-97.71445,31.486757276358627,"30.25902,-97.71479",20,4.5,,$
Cultivo,Caterers,30.2616291046143,-97.7194213867188,150.60889105132392,"30.25902,-97.71479",44,4.5,,
Metrocycle Pedicabs,Pedicabs,30.2603535,-97.7145152,150.60889105132392,"30.25902,-97.71479",29,5.0,,
Uber,Taxis,30.26324,-97.7206,150.60889105132392,"30.25902,-97.71479",149,2.0,,
Kalimotxo,Basque,30.2667775234651,-97.7493870826956,68.48511509259784,"30.26709,-97.74947",85,4.0,,
Hestia,American (New),30.266775,-97.74998,68.48511509259784,"30.26709,-97.74947",227,4.5,,
Trifecta On 3rd,Lounges,30.26744,-97.74941,23.481968874039406,"30.26709,-97.74947",85,3.5,,$$
Polvo's DT,Mexican,30.2673094,-97.7499037,48.27012735943781,"30.26709,-97.74947",225,3.0,,$$
The Peacock,Mediterranean,30.266299,-97.7501055,107.05604682436834,"30.26709,-97.74947",195,4.0,,$$
North Italia,Italian,30.26579507333844,-97.748924,153.23992445362205,"30.26709,-97.74947",628,4.0,,$$
Flower Child,Salad,30.2660361,-97.7496528,118.49589891830193,"30.26709,-97.74947",373,4.0,,$$
La Piscina,Mexican,30.2660716,-97.7499454,114.42100926825887,"30.26709,-97.74947",66,4.0,,
Austin Proper Hotel,Hotels,30.2662104,-97.7500515,112.62756636421074,"30.26709,-97.74947",78,3.5,,
Austin Music Hall,Music Venues,30.26662,-97.74973,44.17667422308454,"30.26709,-97.74947",161,2.0,,$$
Violet Crown Cinema,Cinema,30.26554,-97.74806,195.10802089373445,"30.26709,-97.74947",419,4.0,,$
Codependent Cocktails + Coffee,Cocktail Bars,30.26770406094419,-97.75080261391412,145.05569819703155,"30.26709,-97.74947",134,3.5,,$$$
Juan Pelota,Coffee & Tea,30.26813,-97.74925,114.91602823633659,"30.26709,-97.74947",149,4.0,,$$
Guild City Center,Hotels,30.2661798,-97.7480738,167.9968217566169,"30.26709,-97.74947",38,4.0,,$$
Jester 2nd Floor Dining,Buffets,30.2823941491806,-97.7371261829726,67.49239932729365,"30.28298,-97.73731",16,2.5,,$
Wendy's,Burgers,30.28281,-97.73695,105.9682164191915,"30.28298,-97.73731",12,4.5,,$
Prufrock's Java City,Coffee & Tea,30.2829739823808,-97.7379328586676,59.81172982147644,"30.28298,-97.73731",39,2.5,,$
Mohawk,Music Venues,30.2701302,-97.7359046,57.36987242671954,"30.27018,-97.73531",258,4.0,,$$
Cheer Up Charlies,Dive Bars,30.2696098,-97.7363583,118.97493368311474,"30.27018,-97.73531",133,4.0,,$$
Pelons Tex-Mex,Tex-Mex,30.26872,-97.7366,190.8321381982811,"30.27018,-97.73531",558,3.5,,$$
Arlo's,Vegan,30.269513,-97.736244,116.38799286774531,"30.27018,-97.73531",663,4.5,,$$
The backYard at Waller Creek,Food Trucks,30.270172,-97.734031,122.83107482209367,"30.27018,-97.73531",24,3.5,,$$
The Landmark,American (New),30.2706,-97.73423,122.87790444977523,"30.27018,-97.73531",2,3.0,,$$
The Guild Red River,Hotels,30.26953,-97.73575,71.16589970630986,"30.27018,-97.73531",27,4.0,,$$
Hotel Indigo Austin Downtown - University,Hotels,30.2689287,-97.7364507,161.51257053648052,"30.27018,-97.73531",141,2.5,,$$
Sheraton Austin Hotel at the Capitol,Hotels,30.27034910950312,-97.7341883024051,109.35026055195698,"30.27018,-97.73531",322,2.5,,$$
Hyatt House Austin Downtown,Hotels,30.26973,-97.73692,150.22424529844258,"30.27018,-97.73531",79,3.0,,$$
The Mean Eyed Cat,Music Venues,30.27452,-97.76496,43.543852427368385,"30.27454,-97.7645",312,4.0,,$$
El Arroyo 5th Street,Mexican,30.2748811,-97.7644571,38.151624829766085,"30.27454,-97.7645",544,2.5,,$$
Donn's Depot,Dive Bars,30.27413,-97.76333,120.31183804059391,"30.27454,-97.7645",161,4.5,,$
PubCrawler of Austin,Bike tours,30.27488,-97.76334,113.41489128388805,"30.27454,-97.7645",199,5.0,,
Metcalf Barbecue ,Barbeque,30.27452,-97.76496,43.55811745265036,"30.27454,-97.7645",13,4.0,,
car2go Austin,Car Rental,30.275723,-97.765279,151.32665693935388,"30.27454,-97.7645",142,2.5,,
East Side Pies,Pizza,30.2687694,-97.7240819,39.902525081331355,"30.26908,-97.72429",677,4.0,,$
Micklethwait Craft Meats,Food Trucks,30.26846,-97.72518,98.69148430281633,"30.26908,-97.72429",1038,4.5,,$$
Juniper,Italian,30.254867,-97.717182,75.00340334414228,"30.25544,-97.71677",615,4.0,,$$$$
Atmosphere Coworking,Shared Office Spaces,30.2549608,-97.7175678,93.33310816740466,"30.25544,-97.71677",4,5.0,,
The Vegan Nom,Vegan,30.255168,-97.718217,142.23550678367934,"30.25544,-97.71677",577,4.5,,$$
Blue Owl Brewing,Breweries,30.254581,-97.716934,96.80649622177849,"30.25544,-97.71677",202,4.5,,$$
Counter Culture,Vegan,30.25466247916867,-97.71789499059172,138.3850494031725,"30.25544,-97.71677",910,4.5,,$$
Nom Burgers,Vegan,30.2550902,-97.7182267,145.2202843884721,"30.25544,-97.71677",27,4.0,,
Milky Way Shakes,Ice Cream & Frozen Yogurt,30.255104,-97.7182267,144.8168228024071,"30.25544,-97.71677",116,4.5,,$$
la Barbecue,Barbeque,30.254567906398993,-97.71758249806659,124.47418119816196,"30.25544,-97.71677",2791,4.5,,$$
Nido,American (New),30.2640871,-97.7567378,74.10564167534284,"30.26437,-97.75624",53,4.0,,
The Loren at Lady Bird Lake,Hotels,30.2640871,-97.7567378,74.10564167534284,"30.26437,-97.75624",9,3.5,,
Drop Kick,Cocktail Bars,30.26263,-97.7248,45.183684278429446,"30.2627,-97.7243",96,4.5,,
The Liberty,Bars,30.2626674,-97.7251338,80.16150267495247,"30.2627,-97.7243",276,4.0,,$
The Grackle,Dive Bars,30.26258,-97.72417,12.102147193256172,"30.2627,-97.7243",174,3.5,,$
Yellow Jacket Social Club,Lounges,30.26159,-97.72456,115.33155436234057,"30.2627,-97.7243",435,4.0,,$
East Side King,Asian Fusion,30.2626674,-97.7251338,80.16150267495247,"30.2627,-97.7243",537,4.0,,$$
Nasha,Indian,30.26379,-97.7248,128.24713703920892,"30.2627,-97.7243",516,4.0,,$$
Zilker Brewing Company and Taproom,Breweries,30.262096,-97.72454,77.34665722517973,"30.2627,-97.7243",300,4.5,,$$
Suerte,Mexican,30.26228,-97.72331,114.72274646712238,"30.2627,-97.7243",870,4.5,,$$$
Spicy Boys Fried Chicken - East 6th,Chicken Shop,30.2621200840611,-97.724519893527,67.85389706366136,"30.2627,-97.7243",208,4.5,,$$
Gin Bar,Bars,30.26169,-97.72284,173.82357248553703,"30.2627,-97.7243",28,4.0,,
ARRIVE Austin,Hotels,30.26169,-97.72284,173.82357248553703,"30.2627,-97.7243",39,4.5,,
Via 313 Pizza,Pizza,30.262117199946488,-97.7231796454027,125.60879890933988,"30.2627,-97.7243",427,4.5,,$$
Tamale House East,Mexican,30.2615296296076,-97.7244004474619,130.49618817002354,"30.2627,-97.7243",518,3.5,,$$
Blenders and Bowls - Eastside,Acai Bowls,30.262586876364,-97.7256753320463,132.68674819090157,"30.2627,-97.7243",83,4.0,,$$
Sentral East Austin at 1614 E. Sixth,Apartments,30.262863290597508,-97.72555569320392,121.95786859773827,"30.2627,-97.7243",6,3.0,,
Cafe Blue - Downtown,Seafood,30.26365,-97.74084,76.54448295459513,"30.26428,-97.74033",346,3.5,,$$
Mai Thai Restaurant,Thai,30.26427,-97.74127,92.55747281720572,"30.26428,-97.74033",776,4.0,,$$
J Prime Steakhouse - Austin,Steakhouses,30.264809599995186,-97.74160646441463,136.00196246417946,"30.26428,-97.74033",46,4.5,,
Gus's World Famous Fried Chicken - Austin,Southern,30.2634862,-97.7417305,160.88027172243602,"30.26428,-97.74033",3003,4.5,,$$
Maiko Sushi,Sushi Bars,30.26427,-97.74127,92.55747281720572,"30.26428,-97.74033",31,4.0,,
P.F. Chang's,Chinese,30.2637817241498,-97.7414131164551,117.8581292179414,"30.26428,-97.74033",382,3.0,,$$
Vince Young Steakhouse,Steakhouses,30.26485,-97.74115,91.13969136056176,"30.26428,-97.74033",653,4.0,,$$$
Fleming’s Prime Steakhouse & Wine Bar,Steakhouses,30.2637205667131,-97.7410619650297,93.86920282221828,"30.26428,-97.74033",395,4.0,,$$$$
Hyatt Place Austin Downtown,Hotels,30.26455,-97.741781,142.55130150045298,"30.26428,-97.74033",223,4.0,,$$
Champions Restaurant & Sports Bar,American (New),30.265668,-97.740414,141.92681401136593,"30.26428,-97.74033",2,3.0,,
Fuego,Dance Clubs,30.2634085714817,-97.7411871403456,129.2367605491252,"30.26428,-97.74033",3,3.5,,$$$
Café Crêpe,Creperies,30.2638586673367,-97.7418548134918,153.7550558562586,"30.26428,-97.74033",971,4.0,,$$
Austin Convention Center,Venues & Event Spaces,30.26357,-97.739607,105.13972576477045,"30.26428,-97.74033",98,4.0,,
The Dinner Detective,Dinner Theater,30.2656,-97.74087,141.92681401136593,"30.26428,-97.74033",30,4.0,,
Railyard Oasis,Hotels,30.265504,-97.741854,199.86578720684886,"30.26428,-97.74033",7,3.0,,$$
Emmer & Rye,Tapas/Small Plates,30.256941357994524,-97.73933237013149,136.32313415773527,"30.25579,-97.73982",813,4.0,,$$$
Salvation Pizza - Rainey Street,Pizza,30.25684,-97.73938,135.2187287841037,"30.25579,-97.73982",200,3.5,,$$
Anthem,American (Traditional),30.260499502500732,-97.7379465429382,33.720928696152626,"30.26078,-97.73808",536,4.5,,$$
Clive,Bars,30.25999,-97.73849,96.26616993941448,"30.26078,-97.73808",294,4.0,,$$
Lustre Pearl,Bars,30.2606455716823,-97.7382776743979,24.163570619660725,"30.26078,-97.73808",136,3.0,,$$
Placeholder,Tiki Bars,30.26094239837482,-97.73819686374244,21.261799399091373,"30.26078,-97.73808",11,3.0,,
Via 313 Pizza,Pizza,30.26081,-97.73821,12.923595383314892,"30.26078,-97.73808",468,4.5,,$$
Idle Hands,Cuban,30.259519,-97.738185,141.24913239287994,"30.26078,-97.73808",46,4.0,,
Fulton,Bars,30.26198,-97.73862,150.24950601722495,"30.26078,-97.73808",32,4.0,,
Garrison,American (New),30.262063,-97.738145,150.24950601722495,"30.26078,-97.73808",232,4.5,,
Geraldine's,American (New),30.26029,-97.73927,135.15777371025516,"30.26078,-97.73808",511,3.5,,$$$
REVUE,Italian,30.26198,-97.73862,150.24950601722495,"30.26078,-97.73808",129,4.0,,$$
Electric Shuffle Austin,Bars,30.26048,-97.73894,96.01850222238677,"30.26078,-97.73808",22,4.5,,
Fairmont Austin,Hotels,30.26198,-97.73862,150.24950601722495,"30.26078,-97.73808",524,4.0,,$$$
The Drafting Room,Wine Bars,30.25994,-97.7386,108.1088471735076,"30.26078,-97.73808",43,4.0,,$$
NADC Burger,Burgers,30.259519,-97.738185,141.24913239287994,"30.26078,-97.73808",14,4.0,,
BOCA,Food Trucks,30.2603574112155,-97.7385978796388,68.42517577457063,"30.26078,-97.73808",35,4.5,,$
Tommy Want Wingy,Chicken Wings,30.26068624204496,-97.73838203748649,30.825252146821033,"30.26078,-97.73808",368,4.0,,$
Hotel Van Zandt,Hotels,30.2601536042207,-97.7389892523869,111.7030952702598,"30.26078,-97.73808",391,3.5,,$$$
Bummer Burrito,Food Trucks,30.25986,-97.73806,105.08650676341541,"30.26078,-97.73808",38,4.5,,
Stagger Lee,Bars,30.2596832436618,-97.738326667815,124.23342454363981,"30.26078,-97.73808",33,3.5,,$$
Rules & Regs,American (New),30.26198,-97.73862,150.24950601722495,"30.26078,-97.73808",42,4.0,,
Ego's,Dive Bars,30.25628,-97.74761,186.40604448454405,"30.25759,-97.74898",292,3.0,,$$
Extended Stay America,Hotels,30.256941,-97.750076,130.96583050679328,"30.25759,-97.74898",57,2.0,,$$
Extended Stay America - Austin - Downtown - Town Lake,Hotels,30.2569408416748,-97.7500762939453,130.97573285066795,"30.25759,-97.74898",40,2.0,,$$
Jade Room,Bars,30.243746,-97.752289,171.13009314845365,"30.24496,-97.75127",8,3.5,,$$
Magnolia Cafe South,Breakfast & Brunch,30.2446738918801,-97.7519036373102,68.67939537638786,"30.24496,-97.75127",1771,3.5,,$$
June's,Breakfast & Brunch,30.2463083255216,-97.7511458576444,150.4002859148229,"30.24496,-97.75127",430,4.0,,$$$
Torchy's Tacos,Tacos,30.24540581007827,-97.75162356438081,60.090277111573236,"30.24496,-97.75127",968,4.0,,$$
Big Vinny's BBQ,Barbeque,30.2459408,-97.7514741,110.80808032691353,"30.24496,-97.75127",120,4.5,,$$
C-Boys Heart & Soul,Dive Bars,30.243746,-97.752289,171.13009314845365,"30.24496,-97.75127",102,3.5,,$
The Salty Donut,Donuts,30.24419,-97.75207,119.87271683619271,"30.24496,-97.75127",239,4.5,,
Raku Sushi and Asian Bistro,Sushi Bars,30.28669,-97.74515,163.9952090192788,"30.2854,-97.74673",254,3.5,,$$
Les Bobos Crepes,Creperies,30.292411566467,-97.7440443470244,79.10830001740167,"30.29312,-97.74412",69,4.5,,
Arab Cowboy Cafe & Hookah Lounge,Hookah Bars,30.2879009246826,-97.7470092773438,77.90590862435559,"30.28731,-97.7465",110,3.5,,$$
Raku Sushi and Asian Bistro,Sushi Bars,30.28669,-97.74515,116.91721045777761,"30.28731,-97.7465",254,3.5,,$$
Upstairs at Caroline,Cocktail Bars,30.26873,-97.74217,163.542126780769,"30.26756,-97.7415",462,4.5,,$$
Firehouse Lounge,Lounges,30.268173,-97.741043,81.22061209564163,"30.26756,-97.7415",508,4.0,,$$
Eden Cocktail Room,Speakeasies,30.26778,-97.74072,78.80189181249864,"30.26756,-97.7415",53,4.5,,
Eureka!,American (Traditional),30.267842749166107,-97.74124011397362,40.1424986532962,"30.26756,-97.7415",994,4.0,,$$
Here Nor There,Cocktail Bars,30.26847,-97.74139,104.45889339666786,"30.26756,-97.7415",217,4.5,,$$
Friends Bar,Music Venues,30.26777,-97.7407999,60.88720758857759,"30.26756,-97.7415",168,4.0,,$$
The Driskill Bar,Lounges,30.26855810829781,-97.74163316149262,111.71880417768062,"30.26756,-97.7415",430,4.0,,$$
Azul Rooftop,Cocktail Bars,30.266635,-97.740319,150.30527050970304,"30.26756,-97.7415",98,4.0,,$$
Thompson Austin,Hotels,30.26689,-97.74077,98.31087154153059,"30.26756,-97.7415",19,4.0,,
Happy Chicks,Bars,30.26763931258039,-97.740781,69.61137859728647,"30.26756,-97.7415",295,4.0,,$$
BBG’s,Sports Bars,30.26776,-97.74057,82.224104787697,"30.26756,-97.7415",74,3.5,,$$
The Driskill Grill,American (New),30.2686613206705,-97.7417146061516,124.18333642847989,"30.26756,-97.7415",225,4.0,,$$$$
Floppy Disk Repair,Bars,30.266584,-97.742075,121.76752541507653,"30.26756,-97.7415",194,3.5,,$$
Small Victory,Cocktail Bars,30.2689112,-97.7416833,151.27414532003274,"30.26756,-97.7415",149,4.5,,$$
Diner Bar,American (New),30.266780847868848,-97.74132597060029,88.23502674774709,"30.26756,-97.7415",46,4.0,,
Darwin's Pub,Pubs,30.2671718597412,-97.7406845092773,86.5228981403621,"30.26756,-97.7415",123,3.5,,$
Midnight Cowboy,Speakeasies,30.266983,-97.740028,156.36131626773596,"30.26756,-97.7415",501,4.0,,$$
The Driskill,Hotels,30.26816569330237,-97.74175793799918,71.76100229290817,"30.26756,-97.7415",593,4.0,,$$$
The Backspace,Italian,30.26685,-97.74043,121.55174712150527,"30.26756,-97.7415",713,4.0,,$$
Caroline,Bakeries,30.26873,-97.74217,163.542126780769,"30.26756,-97.7415",1141,4.5,,$$
Aussie's Grill & Beach Bar,Bars,30.25898,-97.74808,79.62986468832172,"30.25866,-97.74895",204,3.0,,$$
Upstairs at Caroline,Cocktail Bars,30.26873,-97.74217,85.50060479744201,"30.26822,-97.74285",462,4.5,,$$
Garage,Cocktail Bars,30.26796,-97.7440893,122.47884477251327,"30.26822,-97.74285",332,4.5,,$$
Punch Bowl Social Austin,Gastropubs,30.26794,-97.7431,45.052313306849086,"30.26822,-97.74285",103,3.5,,$$
Roaring Fork,American (Traditional),30.2691239366193,-97.74220162455123,118.23739615276182,"30.26822,-97.74285",1245,4.0,,$$$
Here Nor There,Cocktail Bars,30.26847,-97.74139,123.26156950350581,"30.26822,-97.74285",217,4.5,,$$
Velvet Taco,American (New),30.26795853,-97.74317242,42.47440337111817,"30.26822,-97.74285",395,4.5,,$$
Caroline,Bakeries,30.26873,-97.74217,85.50060479744201,"30.26822,-97.74285",1141,4.5,,$$
The Driskill Bar,Lounges,30.26855810829781,-97.74163316149262,122.75907750513906,"30.26822,-97.74285",430,4.0,,$$
Small Victory,Cocktail Bars,30.2689112,-97.7416833,135.87207236803724,"30.26822,-97.74285",149,4.5,,$$
Shiner's Saloon,Bars,30.267053604126,-97.743537902832,148.24093267262916,"30.26822,-97.74285",215,4.0,,$$
The Driskill Grill,American (New),30.2686613206705,-97.7417146061516,119.57235244389324,"30.26822,-97.74285",225,4.0,,$$$$
Stephen F's Bar and Terrace,Bars,30.2691040039062,-97.7419586181641,124.31982953862465,"30.26822,-97.74285",65,4.0,,$$
Comedor,Mexican,30.267721,-97.744204,152.356683570067,"30.26822,-97.74285",381,4.0,,$$$
Ruth's Chris Steak House,Steakhouses,30.2680568,-97.7434864,63.75469223296934,"30.26822,-97.74285",430,3.5,,$$$$
Jimmy John's,Sandwiches,30.267695,-97.74266,58.209655129902956,"30.26822,-97.74285",112,3.0,,$
The Driskill,Hotels,30.26816569330237,-97.74175793799918,105.05121631517954,"30.26822,-97.74285",593,4.0,,$$$
Aloft Austin Downtown,Hotels,30.26868,-97.742175,82.57402930003558,"30.26822,-97.74285",146,3.5,,$$
Perry's Steakhouse & Grille - Downtown Austin,Steakhouses,30.26942365826463,-97.74352690000002,148.7922613011372,"30.26822,-97.74285",1388,4.0,,$$$
Element Austin Downtown,Hotels,30.26872,-97.74208,89.75596864042691,"30.26822,-97.74285",83,4.0,,$$
The Coffeehouse at Caroline,Coffee & Tea,30.268781144582558,-97.74234076871808,79.27771341181052,"30.26822,-97.74285",18,4.5,,
Quattro Gatti Ristorante e Pizzeria,Italian,30.271351,-97.742053,157.93148379405434,"30.2726,-97.74127",433,3.5,,$$
Quiznos,Sandwiches,30.27173,-97.74172,108.05117496507725,"30.2726,-97.74127",25,3.0,,$
Higher Ground,Tapas/Small Plates,30.26978,-97.7424,26.132444590879427,"30.26978,-97.74224",129,4.0,,
Upstairs at Caroline,Cocktail Bars,30.26873,-97.74217,104.41523672991586,"30.26978,-97.74224",462,4.5,,$$
Roaring Fork,American (Traditional),30.2691239366193,-97.74220162455123,73.04386983230174,"30.26978,-97.74224",1245,4.0,,$$$
Small Victory,Cocktail Bars,30.2689112,-97.7416833,110.41282773004228,"30.26978,-97.74224",149,4.5,,$$
Stephen F's Bar and Terrace,Bars,30.2691040039062,-97.7419586181641,84.2098708801447,"30.26978,-97.74224",65,4.0,,$$
Here Nor There,Cocktail Bars,30.26847,-97.74139,155.3046401394163,"30.26978,-97.74224",217,4.5,,$$
The Driskill Bar,Lounges,30.26855810829781,-97.74163316149262,147.83920067050784,"30.26978,-97.74224",430,4.0,,$$
Caroline,Bakeries,30.26873,-97.74217,104.41523672991586,"30.26978,-97.74224",1141,4.5,,$$
The Driskill Grill,American (New),30.2686613206705,-97.7417146061516,134.23502596737475,"30.26978,-97.74224",225,4.0,,$$$$
Perry's Steakhouse & Grille - Downtown Austin,Steakhouses,30.26942365826463,-97.74352690000002,129.7837335948713,"30.26978,-97.74224",1388,4.0,,$$$
Chi'Lantro,Korean,30.27007,-97.74187,99.15039059466929,"30.26978,-97.74224",740,4.0,,$
Paramount Theatre For the Performing Arts,Performing Arts,30.26945,-97.742127,38.265324829231574,"30.26978,-97.74224",228,4.0,,
Aloft Austin Downtown,Hotels,30.26868,-97.742175,122.47346714560912,"30.26978,-97.74224",146,3.5,,$$
Element Austin Downtown,Hotels,30.26872,-97.74208,125.22915469885554,"30.26978,-97.74224",83,4.0,,$$
The Austin Club,American (Traditional),30.270942,-97.7408389,186.546011752847,"30.26978,-97.74224",29,4.5,,$$$
The Coffeehouse at Caroline,Coffee & Tea,30.268781144582558,-97.74234076871808,111.48832903141962,"30.26978,-97.74224",18,4.5,,
The Hideout Coffeehouse,Coffee & Tea,30.26856,-97.74215,131.15287113305132,"30.26978,-97.74224",357,4.0,,$
The Hideout Theatre,Performing Arts,30.2685699462891,-97.7421493530273,131.15287113305132,"30.26978,-97.74224",125,4.5,,$
7-Eleven,Convenience Stores,30.2705487475455,-97.7416310085983,103.57287820789335,"30.26978,-97.74224",3,2.5,,$
Moody Amphitheater,Stadiums & Arenas,30.274510328196396,-97.7361918,64.05692063702027,"30.2741,-97.73666",20,3.0,,$$$
Lobby Bar,Bars,30.247746015893096,-97.74987414335963,132.93745256782165,"30.24891,-97.75019",1,5.0,,
Perla's,Seafood,30.24995,-97.74993,118.64234387425672,"30.24891,-97.75019",1799,4.0,,$$$
Hopdoddy Burger Bar,Burgers,30.249649,-97.749907,86.55251151790837,"30.24891,-97.75019",5150,4.0,,$$
More Home Slice Pizza,Pizza,30.249255,-97.749626,66.38212562336923,"30.24891,-97.75019",545,4.5,,$
Güero's Taco Bar,Mexican,30.249373,-97.750189,51.48328354336731,"30.24891,-97.75019",1849,3.0,,$$
Home Slice Pizza,Pizza,30.2492254,-97.74955321609525,70.50724812947632,"30.24891,-97.75019",4458,4.5,,$$
Gelato Paradiso,Desserts,30.24977,-97.75012,95.86362448864614,"30.24891,-97.75019",101,5.0,,$$
Group Therapy,Bars,30.267223,-97.746064,107.30480540482311,"30.26727,-97.74718",101,3.5,,
The Roosevelt Room,Cocktail Bars,30.2677,-97.74627,95.1829694038379,"30.26727,-97.74718",673,4.5,,$$$
DeSano Pizzeria Napoletana,Pizza,30.266290057218676,-97.7459750033982,158.95139522063195,"30.26727,-97.74718",298,4.5,,$$
Rain on 4th,Gay Bars,30.266515,-97.745681,164.8289642561273,"30.26727,-97.74718",205,3.5,,$$
Perfect Strangers,Cocktail Bars,30.26724,-97.74605,107.30480540482311,"30.26727,-97.74718",8,2.5,,
Halcyon,Coffee & Tea,30.2669600634204,-97.7457208584112,144.3076461882886,"30.26727,-97.74718",886,3.5,,$$
The Belmont,Music Venues,30.268566,-97.745682,203.83006981045048,"30.26727,-97.74718",90,3.5,,$$
Bob's Steak & Chop House - Austin Downtown,Steakhouses,30.2660236358643,-97.7460403442383,176.59633346774754,"30.26727,-97.74718",480,4.0,,$$$
Guild City Center,Hotels,30.2661798,-97.7480738,148.53834286476706,"30.26727,-97.74718",38,4.0,,$$
Aussie's Grill & Beach Bar,Bars,30.25898,-97.74808,149.17294593860186,"30.25941,-97.74971",204,3.0,,$$
Sandy's Hamburgers,Burgers,30.2584,-97.75099,172.83379868591697,"30.25941,-97.74971",493,3.5,,$
Texas Monthly BBQ Festival,Festivals,30.26069,-97.75052,162.49059798470358,"30.25941,-97.74971",15,4.5,,
La Quinta Inn by Wyndham Austin Capitol / Downtown,Hotels,30.272241,-97.738188,125.13073195603509,"30.27336,-97.73805",164,2.0,,$$
